optimizer_step,_step,_step__MIN,_step__MAX,word_embed_l2_param_norm,word_embed_l2_param_norm__MIN,word_embed_l2_param_norm__MAX,,,,,,
50,99,99,99,115.223648071289,115.223648071289,115.223648071289,,,,,,
51,101,101,101,115.287773132324,115.287773132324,115.287773132324,,,,,,
52,103,103,103,115.353218078613,115.353218078613,115.353218078613,,,,,,
53,105,105,105,115.419868469238,115.419868469238,115.419868469238,,,,,,
54,107,107,107,115.487907409668,115.487907409668,115.487907409668,,,,,,
55,109,109,109,115.557075500488,115.557075500488,115.557075500488,,,,,,
56,111,111,111,115.627449035645,115.627449035645,115.627449035645,,,,,,
57,113,113,113,115.699066162109,115.699066162109,115.699066162109,,,,,,
58,115,115,115,115.771446228027,115.771446228027,115.771446228027,,,,,,
59,117,117,117,115.844573974609,115.844573974609,115.844573974609,,,,,,
60,119,119,119,115.918838500977,115.918838500977,115.918838500977,,,,,,
61,121,121,121,115.994285583496,115.994285583496,115.994285583496,,,,,,
62,123,123,123,116.070907592773,116.070907592773,116.070907592773,,,,,,
63,125,125,125,116.148040771484,116.148040771484,116.148040771484,,,,,,
64,127,127,127,116.225776672363,116.225776672363,116.225776672363,,,,,,
65,129,129,129,116.303291320801,116.303291320801,116.303291320801,,,,,,
66,131,131,131,116.380172729492,116.380172729492,116.380172729492,,,,,,
67,133,133,133,116.456329345703,116.456329345703,116.456329345703,,,,,,
68,135,135,135,116.531852722168,116.531852722168,116.531852722168,,,,,,
69,137,137,137,116.60669708252,116.60669708252,116.60669708252,,,,,,
70,139,139,139,116.68074798584,116.68074798584,116.68074798584,,,,,,
71,141,141,141,116.753936767578,116.753936767578,116.753936767578,,,,,,
72,143,143,143,116.826507568359,116.826507568359,116.826507568359,,,,,,
73,145,145,145,116.898376464844,116.898376464844,116.898376464844,,,,,,
74,147,147,147,116.969650268555,116.969650268555,116.969650268555,,,,,,
75,149,149,149,117.040321350098,117.040321350098,117.040321350098,,,,,,
76,151,151,151,117.110450744629,117.110450744629,117.110450744629,,,,,,
77,153,153,153,117.179756164551,117.179756164551,117.179756164551,,,,,,
78,155,155,155,117.248596191406,117.248596191406,117.248596191406,,,,,,
79,157,157,157,117.316871643066,117.316871643066,117.316871643066,,,,,,
80,159,159,159,117.384628295898,117.384628295898,117.384628295898,,,,,,
81,161,161,161,117.451713562012,117.451713562012,117.451713562012,,,,,,
82,163,163,163,117.518600463867,117.518600463867,117.518600463867,,,,,,
83,165,165,165,117.585296630859,117.585296630859,117.585296630859,,,,,,
84,167,167,167,117.651802062988,117.651802062988,117.651802062988,,,,,,
85,169,169,169,117.718048095703,117.718048095703,117.718048095703,,,,,,
86,171,171,171,117.784034729004,117.784034729004,117.784034729004,,,,,,
87,173,173,173,117.84952545166,117.84952545166,117.84952545166,,,,,,
88,175,175,175,117.915061950684,117.915061950684,117.915061950684,,,,,,
89,177,177,177,117.980224609375,117.980224609375,117.980224609375,,,,,,
90,179,179,179,118.045539855957,118.045539855957,118.045539855957,,,,,,
91,181,181,181,118.110717773438,118.110717773438,118.110717773438,,,,,,
92,183,183,183,118.175682067871,118.175682067871,118.175682067871,,,,,,
93,185,185,185,118.240814208984,118.240814208984,118.240814208984,,,,,,
94,187,187,187,118.305992126465,118.305992126465,118.305992126465,,,,,,
95,189,189,189,118.370918273926,118.370918273926,118.370918273926,,,,,,
96,191,191,191,118.435760498047,118.435760498047,118.435760498047,,,,,,
97,193,193,193,118.500602722168,118.500602722168,118.500602722168,,,,,,
98,195,195,195,118.564819335938,118.564819335938,118.564819335938,,,,,,
99,197,197,197,118.629272460938,118.629272460938,118.629272460938,,,,,,
100,199,199,199,118.693603515625,118.693603515625,118.693603515625,,,,,,
101,201,201,201,118.757942199707,118.757942199707,118.757942199707,,,,,,
102,203,203,203,118.822326660156,118.822326660156,118.822326660156,,,,,,
103,205,205,205,118.886787414551,118.886787414551,118.886787414551,,,,,,
104,207,207,207,118.95125579834,118.95125579834,118.95125579834,,,,,,
105,209,209,209,119.015716552734,119.015716552734,119.015716552734,,,,,,
106,211,211,211,119.080032348633,119.080032348633,119.080032348633,,,,,,
107,213,213,213,119.144500732422,119.144500732422,119.144500732422,,,,,,
108,215,215,215,119.209213256836,119.209213256836,119.209213256836,,,,,,
109,217,217,217,119.273880004883,119.273880004883,119.273880004883,,,,,,
110,219,219,219,119.338432312012,119.338432312012,119.338432312012,,,,,,
111,221,221,221,119.403175354004,119.403175354004,119.403175354004,,,,,,
112,223,223,223,119.467918395996,119.467918395996,119.467918395996,,,,,,
113,225,225,225,119.532516479492,119.532516479492,119.532516479492,,,,,,
114,227,227,227,119.597373962402,119.597373962402,119.597373962402,,,,,,
115,229,229,229,119.661834716797,119.661834716797,119.661834716797,,,,,,
116,231,231,231,119.726188659668,119.726188659668,119.726188659668,,,,,,
117,233,233,233,119.790954589844,119.790954589844,119.790954589844,,,,,,
118,235,235,235,119.855361938477,119.855361938477,119.855361938477,,,,,,
119,237,237,237,119.919570922852,119.919570922852,119.919570922852,,,,,,
120,239,239,239,119.983833312988,119.983833312988,119.983833312988,,,,,,
121,241,241,241,120.04776763916,120.04776763916,120.04776763916,,,,,,
122,243,243,243,120.111381530762,120.111381530762,120.111381530762,,,,,,
123,245,245,245,120.175102233887,120.175102233887,120.175102233887,,,,,,
124,247,247,247,120.23868560791,120.23868560791,120.23868560791,,,,,,
125,249,249,249,120.30207824707,120.30207824707,120.30207824707,,,,,,
126,251,251,251,120.365653991699,120.365653991699,120.365653991699,,,,,,
127,253,253,253,120.42879486084,120.42879486084,120.42879486084,,,,,,
128,255,255,255,120.491752624512,120.491752624512,120.491752624512,,,,,,
129,257,257,257,120.554985046387,120.554985046387,120.554985046387,,,,,,
130,259,259,259,120.618202209473,120.618202209473,120.618202209473,,,,,,
131,261,261,261,120.68140411377,120.68140411377,120.68140411377,,,,,,
132,263,263,263,120.744262695313,120.744262695313,120.744262695313,,,,,,
133,265,265,265,120.80689239502,120.80689239502,120.80689239502,,,,,,
134,267,267,267,120.869483947754,120.869483947754,120.869483947754,,,,,,
135,269,269,269,120.931800842285,120.931800842285,120.931800842285,,,,,,
136,271,271,271,120.99382019043,120.99382019043,120.99382019043,,,,,,
137,273,273,273,121.055564880371,121.055564880371,121.055564880371,,,,,,
138,275,275,275,121.117179870605,121.117179870605,121.117179870605,,,,,,
139,277,277,277,121.178497314453,121.178497314453,121.178497314453,,,,,,
140,279,279,279,121.239944458008,121.239944458008,121.239944458008,,,,,,
141,281,281,281,121.30126953125,121.30126953125,121.30126953125,,,,,,
142,283,283,283,121.362686157227,121.362686157227,121.362686157227,,,,,,
143,285,285,285,121.423492431641,121.423492431641,121.423492431641,,,,,,
144,287,287,287,121.484443664551,121.484443664551,121.484443664551,,,,,,
145,289,289,289,121.545333862305,121.545333862305,121.545333862305,,,,,,
146,291,291,291,121.606498718262,121.606498718262,121.606498718262,,,,,,
147,293,293,293,121.667533874512,121.667533874512,121.667533874512,,,,,,
148,295,295,295,121.728225708008,121.728225708008,121.728225708008,,,,,,
149,297,297,297,121.788436889648,121.788436889648,121.788436889648,,,,,,
150,299,299,299,121.848457336426,121.848457336426,121.848457336426,,,,,,
151,301,301,301,121.90885925293,121.90885925293,121.90885925293,,,,,,
152,303,303,303,121.968963623047,121.968963623047,121.968963623047,,,,,,
153,305,305,305,122.028816223145,122.028816223145,122.028816223145,,,,,,
154,307,307,307,122.088356018066,122.088356018066,122.088356018066,,,,,,
155,309,309,309,122.148086547852,122.148086547852,122.148086547852,,,,,,
156,311,311,311,122.207069396973,122.207069396973,122.207069396973,,,,,,
157,313,313,313,122.266578674316,122.266578674316,122.266578674316,,,,,,
158,315,315,315,122.325378417969,122.325378417969,122.325378417969,,,,,,
159,317,317,317,122.384132385254,122.384132385254,122.384132385254,,,,,,
160,319,319,319,122.443367004395,122.443367004395,122.443367004395,,,,,,
161,321,321,321,122.502067565918,122.502067565918,122.502067565918,,,,,,
162,323,323,323,122.560585021973,122.560585021973,122.560585021973,,,,,,
163,325,325,325,122.618858337402,122.618858337402,122.618858337402,,,,,,
164,327,327,327,122.676849365234,122.676849365234,122.676849365234,,,,,,
165,329,329,329,122.735015869141,122.735015869141,122.735015869141,,,,,,
166,331,331,331,122.792854309082,122.792854309082,122.792854309082,,,,,,
167,333,333,333,122.850296020508,122.850296020508,122.850296020508,,,,,,
168,335,335,335,122.907745361328,122.907745361328,122.907745361328,,,,,,
169,337,337,337,122.964584350586,122.964584350586,122.964584350586,,,,,,
170,339,339,339,123.021377563477,123.021377563477,123.021377563477,,,,,,
171,341,341,341,123.078247070313,123.078247070313,123.078247070313,,,,,,
172,343,343,343,123.134407043457,123.134407043457,123.134407043457,,,,,,
173,345,345,345,123.19059753418,123.19059753418,123.19059753418,,,,,,
174,347,347,347,123.247184753418,123.247184753418,123.247184753418,,,,,,
175,349,349,349,123.30298614502,123.30298614502,123.30298614502,,,,,,
176,351,351,351,123.359024047852,123.359024047852,123.359024047852,,,,,,
177,353,353,353,123.414604187012,123.414604187012,123.414604187012,,,,,,
178,355,355,355,123.470207214355,123.470207214355,123.470207214355,,,,,,
179,357,357,357,123.524871826172,123.524871826172,123.524871826172,,,,,,
180,359,359,359,123.580070495605,123.580070495605,123.580070495605,,,,,,
181,361,361,361,123.635803222656,123.635803222656,123.635803222656,,,,,,
182,363,363,363,123.690628051758,123.690628051758,123.690628051758,,,,,,
183,365,365,365,123.744873046875,123.744873046875,123.744873046875,,,,,,
184,367,367,367,123.79866027832,123.79866027832,123.79866027832,,,,,,
185,369,369,369,123.85294342041,123.85294342041,123.85294342041,,,,,,
186,371,371,371,123.906784057617,123.906784057617,123.906784057617,,,,,,
187,373,373,373,123.959884643555,123.959884643555,123.959884643555,,,,,,
188,375,375,375,124.013069152832,124.013069152832,124.013069152832,,,,,,
189,377,377,377,124.066108703613,124.066108703613,124.066108703613,,,,,,
190,379,379,379,124.119293212891,124.119293212891,124.119293212891,,,,,,
191,381,381,381,124.172142028809,124.172142028809,124.172142028809,,,,,,
192,383,383,383,124.225112915039,124.225112915039,124.225112915039,,,,,,
193,385,385,385,124.278266906738,124.278266906738,124.278266906738,,,,,,
194,387,387,387,124.331634521484,124.331634521484,124.331634521484,,,,,,
195,389,389,389,124.384635925293,124.384635925293,124.384635925293,,,,,,
196,391,391,391,124.437637329102,124.437637329102,124.437637329102,,,,,,
197,393,393,393,124.490348815918,124.490348815918,124.490348815918,,,,,,
198,395,395,395,124.543830871582,124.543830871582,124.543830871582,,,,,,
199,397,397,397,124.596405029297,124.596405029297,124.596405029297,,,,,,
200,399,399,399,124.649063110352,124.649063110352,124.649063110352,,,,,,
201,401,401,401,124.701667785645,124.701667785645,124.701667785645,,,,,,
202,403,403,403,124.754272460938,124.754272460938,124.754272460938,,,,,,
203,405,405,405,124.806983947754,124.806983947754,124.806983947754,,,,,,
204,407,407,407,124.859870910645,124.859870910645,124.859870910645,,,,,,
205,409,409,409,124.911422729492,124.911422729492,124.911422729492,,,,,,
206,411,411,411,124.963500976563,124.963500976563,124.963500976563,,,,,,
207,413,413,413,125.015075683594,125.015075683594,125.015075683594,,,,,,
208,415,415,415,125.065933227539,125.065933227539,125.065933227539,,,,,,
209,417,417,417,125.117431640625,125.117431640625,125.117431640625,,,,,,
210,419,419,419,125.168792724609,125.168792724609,125.168792724609,,,,,,
211,421,421,421,125.219886779785,125.219886779785,125.219886779785,,,,,,
212,423,423,423,125.271171569824,125.271171569824,125.271171569824,,,,,,
213,425,425,425,125.321807861328,125.321807861328,125.321807861328,,,,,,
214,427,427,427,125.372856140137,125.372856140137,125.372856140137,,,,,,
215,429,429,429,125.423393249512,125.423393249512,125.423393249512,,,,,,
216,431,431,431,125.474014282227,125.474014282227,125.474014282227,,,,,,
217,433,433,433,125.52449798584,125.52449798584,125.52449798584,,,,,,
218,435,435,435,125.57479095459,125.57479095459,125.57479095459,,,,,,
219,437,437,437,125.624450683594,125.624450683594,125.624450683594,,,,,,
220,439,439,439,125.6748046875,125.6748046875,125.6748046875,,,,,,
221,441,441,441,125.724670410156,125.724670410156,125.724670410156,,,,,,
222,443,443,443,125.774307250977,125.774307250977,125.774307250977,,,,,,
223,445,445,445,125.82381439209,125.82381439209,125.82381439209,,,,,,
224,447,447,447,125.872848510742,125.872848510742,125.872848510742,,,,,,
225,449,449,449,125.921691894531,125.921691894531,125.921691894531,,,,,,
226,451,451,451,125.970504760742,125.970504760742,125.970504760742,,,,,,
227,453,453,453,126.018486022949,126.018486022949,126.018486022949,,,,,,
228,455,455,455,126.06714630127,126.06714630127,126.06714630127,,,,,,
229,457,457,457,126.115898132324,126.115898132324,126.115898132324,,,,,,
230,459,459,459,126.164054870605,126.164054870605,126.164054870605,,,,,,
231,461,461,461,126.21223449707,126.21223449707,126.21223449707,,,,,,
232,463,463,463,126.260292053223,126.260292053223,126.260292053223,,,,,,
233,465,465,465,126.308547973633,126.308547973633,126.308547973633,,,,,,
234,467,467,467,126.357238769531,126.357238769531,126.357238769531,,,,,,
235,469,469,469,126.404327392578,126.404327392578,126.404327392578,,,,,,
236,471,471,471,126.452156066895,126.452156066895,126.452156066895,,,,,,
237,473,473,473,126.499534606934,126.499534606934,126.499534606934,,,,,,
238,475,475,475,126.547019958496,126.547019958496,126.547019958496,,,,,,
239,477,477,477,126.594192504883,126.594192504883,126.594192504883,,,,,,
240,479,479,479,126.640884399414,126.640884399414,126.640884399414,,,,,,
241,481,481,481,126.688415527344,126.688415527344,126.688415527344,,,,,,
242,483,483,483,126.735130310059,126.735130310059,126.735130310059,,,,,,
243,485,485,485,126.781280517578,126.781280517578,126.781280517578,,,,,,
244,487,487,487,126.827751159668,126.827751159668,126.827751159668,,,,,,
245,489,489,489,126.87361907959,126.87361907959,126.87361907959,,,,,,
246,491,491,491,126.919570922852,126.919570922852,126.919570922852,,,,,,
247,493,493,493,126.965698242188,126.965698242188,126.965698242188,,,,,,
248,495,495,495,127.011116027832,127.011116027832,127.011116027832,,,,,,
249,497,497,497,127.05606842041,127.05606842041,127.05606842041,,,,,,
250,499,499,499,127.101554870605,127.101554870605,127.101554870605,,,,,,
251,501,501,501,127.146881103516,127.146881103516,127.146881103516,,,,,,
252,503,503,503,127.192520141602,127.192520141602,127.192520141602,,,,,,
253,505,505,505,127.23802947998,127.23802947998,127.23802947998,,,,,,
254,507,507,507,127.283302307129,127.283302307129,127.283302307129,,,,,,
255,509,509,509,127.328048706055,127.328048706055,127.328048706055,,,,,,
256,511,511,511,127.372772216797,127.372772216797,127.372772216797,,,,,,
257,513,513,513,127.417633056641,127.417633056641,127.417633056641,,,,,,
258,515,515,515,127.462036132813,127.462036132813,127.462036132813,,,,,,
259,517,517,517,127.507446289063,127.507446289063,127.507446289063,,,,,,
260,519,519,519,127.551139831543,127.551139831543,127.551139831543,,,,,,
261,521,521,521,127.595237731934,127.595237731934,127.595237731934,,,,,,
262,523,523,523,127.639823913574,127.639823913574,127.639823913574,,,,,,
263,525,525,525,127.683494567871,127.683494567871,127.683494567871,,,,,,
264,527,527,527,127.727661132813,127.727661132813,127.727661132813,,,,,,
265,529,529,529,127.771705627441,127.771705627441,127.771705627441,,,,,,
266,531,531,531,127.815437316895,127.815437316895,127.815437316895,,,,,,
267,533,533,533,127.858924865723,127.858924865723,127.858924865723,,,,,,
268,535,535,535,127.90193939209,127.90193939209,127.90193939209,,,,,,
269,537,537,537,127.945793151855,127.945793151855,127.945793151855,,,,,,
270,539,539,539,127.989418029785,127.989418029785,127.989418029785,,,,,,
271,541,541,541,128.033142089844,128.033142089844,128.033142089844,,,,,,
272,543,543,543,128.076065063477,128.076065063477,128.076065063477,,,,,,
273,545,545,545,128.119598388672,128.119598388672,128.119598388672,,,,,,
274,547,547,547,128.162780761719,128.162780761719,128.162780761719,,,,,,
275,549,549,549,128.2060546875,128.2060546875,128.2060546875,,,,,,
276,551,551,551,128.249374389648,128.249374389648,128.249374389648,,,,,,
277,553,553,553,128.291946411133,128.291946411133,128.291946411133,,,,,,
278,555,555,555,128.335739135742,128.335739135742,128.335739135742,,,,,,
279,557,557,557,128.378356933594,128.378356933594,128.378356933594,,,,,,
280,559,559,559,128.420944213867,128.420944213867,128.420944213867,,,,,,
281,561,561,561,128.464065551758,128.464065551758,128.464065551758,,,,,,
282,563,563,563,128.505554199219,128.505554199219,128.505554199219,,,,,,
283,565,565,565,128.547546386719,128.547546386719,128.547546386719,,,,,,
284,567,567,567,128.59001159668,128.59001159668,128.59001159668,,,,,,
285,569,569,569,128.631561279297,128.631561279297,128.631561279297,,,,,,
286,571,571,571,128.673263549805,128.673263549805,128.673263549805,,,,,,
287,573,573,573,128.714782714844,128.714782714844,128.714782714844,,,,,,
288,575,575,575,128.757476806641,128.757476806641,128.757476806641,,,,,,
289,577,577,577,128.799163818359,128.799163818359,128.799163818359,,,,,,
290,579,579,579,128.841217041016,128.841217041016,128.841217041016,,,,,,
291,581,581,581,128.882766723633,128.882766723633,128.882766723633,,,,,,
292,583,583,583,128.923812866211,128.923812866211,128.923812866211,,,,,,
293,585,585,585,128.965103149414,128.965103149414,128.965103149414,,,,,,
294,587,587,587,129.006195068359,129.006195068359,129.006195068359,,,,,,
295,589,589,589,129.046966552734,129.046966552734,129.046966552734,,,,,,
296,591,591,591,129.088150024414,129.088150024414,129.088150024414,,,,,,
297,593,593,593,129.128662109375,129.128662109375,129.128662109375,,,,,,
298,595,595,595,129.17008972168,129.17008972168,129.17008972168,,,,,,
299,597,597,597,129.210647583008,129.210647583008,129.210647583008,,,,,,
300,599,599,599,129.251266479492,129.251266479492,129.251266479492,,,,,,
301,601,601,601,129.290985107422,129.290985107422,129.290985107422,,,,,,
302,603,603,603,129.331649780273,129.331649780273,129.331649780273,,,,,,
303,605,605,605,129.371643066406,129.371643066406,129.371643066406,,,,,,
304,607,607,607,129.410888671875,129.410888671875,129.410888671875,,,,,,
305,609,609,609,129.45133972168,129.45133972168,129.45133972168,,,,,,
306,611,611,611,129.490859985352,129.490859985352,129.490859985352,,,,,,
307,613,613,613,129.530395507813,129.530395507813,129.530395507813,,,,,,
308,615,615,615,129.569763183594,129.569763183594,129.569763183594,,,,,,
309,617,617,617,129.609710693359,129.609710693359,129.609710693359,,,,,,
310,619,619,619,129.649383544922,129.649383544922,129.649383544922,,,,,,
311,621,621,621,129.689529418945,129.689529418945,129.689529418945,,,,,,
312,623,623,623,129.728042602539,129.728042602539,129.728042602539,,,,,,
313,625,625,625,129.767044067383,129.767044067383,129.767044067383,,,,,,
314,627,627,627,129.806564331055,129.806564331055,129.806564331055,,,,,,
315,629,629,629,129.845001220703,129.845001220703,129.845001220703,,,,,,
316,631,631,631,129.883926391602,129.883926391602,129.883926391602,,,,,,
317,633,633,633,129.922302246094,129.922302246094,129.922302246094,,,,,,
318,635,635,635,129.960876464844,129.960876464844,129.960876464844,,,,,,
319,637,637,637,129.999465942383,129.999465942383,129.999465942383,,,,,,
320,639,639,639,130.037414550781,130.037414550781,130.037414550781,,,,,,
321,641,641,641,130.076370239258,130.076370239258,130.076370239258,,,,,,
322,643,643,643,130.11457824707,130.11457824707,130.11457824707,,,,,,
323,645,645,645,130.152587890625,130.152587890625,130.152587890625,,,,,,
324,647,647,647,130.190582275391,130.190582275391,130.190582275391,,,,,,
325,649,649,649,130.228607177734,130.228607177734,130.228607177734,,,,,,
326,651,651,651,130.267211914063,130.267211914063,130.267211914063,,,,,,
327,653,653,653,130.305313110352,130.305313110352,130.305313110352,,,,,,
328,655,655,655,130.343612670898,130.343612670898,130.343612670898,,,,,,
329,657,657,657,130.381240844727,130.381240844727,130.381240844727,,,,,,
330,659,659,659,130.419342041016,130.419342041016,130.419342041016,,,,,,
331,661,661,661,130.457412719727,130.457412719727,130.457412719727,,,,,,
332,663,663,663,130.495712280273,130.495712280273,130.495712280273,,,,,,
333,665,665,665,130.533432006836,130.533432006836,130.533432006836,,,,,,
334,667,667,667,130.57209777832,130.57209777832,130.57209777832,,,,,,
335,669,669,669,130.609130859375,130.609130859375,130.609130859375,,,,,,
336,671,671,671,130.64665222168,130.64665222168,130.64665222168,,,,,,
337,673,673,673,130.684539794922,130.684539794922,130.684539794922,,,,,,
338,675,675,675,130.722213745117,130.722213745117,130.722213745117,,,,,,
339,677,677,677,130.759262084961,130.759262084961,130.759262084961,,,,,,
340,679,679,679,130.796096801758,130.796096801758,130.796096801758,,,,,,
341,681,681,681,130.83317565918,130.83317565918,130.83317565918,,,,,,
342,683,683,683,130.870590209961,130.870590209961,130.870590209961,,,,,,
343,685,685,685,130.907455444336,130.907455444336,130.907455444336,,,,,,
344,687,687,687,130.944946289063,130.944946289063,130.944946289063,,,,,,
345,689,689,689,130.981750488281,130.981750488281,130.981750488281,,,,,,
346,691,691,691,131.018997192383,131.018997192383,131.018997192383,,,,,,
347,693,693,693,131.056274414063,131.056274414063,131.056274414063,,,,,,
348,695,695,695,131.093139648438,131.093139648438,131.093139648438,,,,,,
349,697,697,697,131.129684448242,131.129684448242,131.129684448242,,,,,,
350,699,699,699,131.1669921875,131.1669921875,131.1669921875,,,,,,
351,701,701,701,131.203033447266,131.203033447266,131.203033447266,,,,,,
352,703,703,703,131.239776611328,131.239776611328,131.239776611328,,,,,,
353,705,705,705,131.276031494141,131.276031494141,131.276031494141,,,,,,
354,707,707,707,131.312759399414,131.312759399414,131.312759399414,,,,,,
355,709,709,709,131.348983764648,131.348983764648,131.348983764648,,,,,,
356,711,711,711,131.384765625,131.384765625,131.384765625,,,,,,
357,713,713,713,131.420776367188,131.420776367188,131.420776367188,,,,,,
358,715,715,715,131.457229614258,131.457229614258,131.457229614258,,,,,,
359,717,717,717,131.493072509766,131.493072509766,131.493072509766,,,,,,
360,719,719,719,131.529571533203,131.529571533203,131.529571533203,,,,,,
361,721,721,721,131.565353393555,131.565353393555,131.565353393555,,,,,,
362,723,723,723,131.601379394531,131.601379394531,131.601379394531,,,,,,
363,725,725,725,131.637008666992,131.637008666992,131.637008666992,,,,,,
364,727,727,727,131.672775268555,131.672775268555,131.672775268555,,,,,,
365,729,729,729,131.708877563477,131.708877563477,131.708877563477,,,,,,
366,731,731,731,131.744476318359,131.744476318359,131.744476318359,,,,,,
367,733,733,733,131.779922485352,131.779922485352,131.779922485352,,,,,,
368,735,735,735,131.815399169922,131.815399169922,131.815399169922,,,,,,
369,737,737,737,131.850723266602,131.850723266602,131.850723266602,,,,,,
370,739,739,739,131.886459350586,131.886459350586,131.886459350586,,,,,,
371,741,741,741,131.92106628418,131.92106628418,131.92106628418,,,,,,
372,743,743,743,131.956604003906,131.956604003906,131.956604003906,,,,,,
373,745,745,745,131.991607666016,131.991607666016,131.991607666016,,,,,,
374,747,747,747,132.027313232422,132.027313232422,132.027313232422,,,,,,
375,749,749,749,132.061935424805,132.061935424805,132.061935424805,,,,,,
376,751,751,751,132.097457885742,132.097457885742,132.097457885742,,,,,,
377,753,753,753,132.132827758789,132.132827758789,132.132827758789,,,,,,
378,755,755,755,132.168746948242,132.168746948242,132.168746948242,,,,,,
379,757,757,757,132.204193115234,132.204193115234,132.204193115234,,,,,,
380,759,759,759,132.238754272461,132.238754272461,132.238754272461,,,,,,
381,761,761,761,132.27490234375,132.27490234375,132.27490234375,,,,,,
382,763,763,763,132.310546875,132.310546875,132.310546875,,,,,,
383,765,765,765,132.345687866211,132.345687866211,132.345687866211,,,,,,
384,767,767,767,132.381042480469,132.381042480469,132.381042480469,,,,,,
385,769,769,769,132.415481567383,132.415481567383,132.415481567383,,,,,,
386,771,771,771,132.451248168945,132.451248168945,132.451248168945,,,,,,
387,773,773,773,132.486022949219,132.486022949219,132.486022949219,,,,,,
388,775,775,775,132.52033996582,132.52033996582,132.52033996582,,,,,,
389,777,777,777,132.555191040039,132.555191040039,132.555191040039,,,,,,
390,779,779,779,132.589859008789,132.589859008789,132.589859008789,,,,,,
391,781,781,781,132.624435424805,132.624435424805,132.624435424805,,,,,,
392,783,783,783,132.659118652344,132.659118652344,132.659118652344,,,,,,
393,785,785,785,132.693283081055,132.693283081055,132.693283081055,,,,,,
394,787,787,787,132.72883605957,132.72883605957,132.72883605957,,,,,,
395,789,789,789,132.763214111328,132.763214111328,132.763214111328,,,,,,
